CLIENT_CODE,FILE_NBR,SUBMISSION_NUMBER,LINE_NUMBER,INPATIENT_REVENUE,OUTPATIENT_REVENUE,TOTAL_REVENUE,INPATIENT_DEDUCTION,OUTPATIENT_DEDUCTION,TOTAL_DEDUCTION,NET_INPATIENT_REVENUE,NET_OUTPATIENT_REVENUE,NET_PATIENT_REVENUE
23,100050,1.00050010120191e+35,7,164547,481589,646136,10596,365641,376237,153951,115948,269899
23,100050,1.00050010120191e+35,8,,,,,,,,,
23,100050,1.00050010120191e+35,9,,,,,,,,,
23,100050,1.00050010120191e+35,10,51060196,41795506,92855702,18153804,25292456,43446260,32906392,16503050,49409442
23,100050,1.00050010120191e+35,11,7967690,11860822,19828512,6256744,10579172,16835916,1710946,1281650,2992596
23,100050,1.00050010120191e+35,12,10362030,16059473,26421503,9568040,13761481,23329521,793990,2297992,3091982
23,100050,1.00050010120191e+35,13,,,,,,,,,
23,100050,1.00050010120191e+35,14,,,,,,,,,
23,100050,1.00050010120191e+35,15,,,,,,,,,
23,100050,1.00050010120191e+35,16,,,,316552,1289106,1605658,-316552,-1289106,-1605658
23,100050,1.00050010120191e+35,17,,,,7656482,11836138,19492620,-7656482,-11836138,-19492620
23,100050,1.00050010120191e+35,18,,,,,,,,,
23,100050,1.00050010120191e+35,19,133844654,111367136,245211790,103702590,98881550,202584140,30142064,12485586,42627650
23,100050,1.00050010120191e+35,20,,,,,,,,,
23,100050,1.00050010120191e+35,21,133844654,111367136,245211790,103702590,98881550,202584140,30142064,12485586,42627650
23,100050,1.00050010120191e+35,22,,,139105717,,,83611697,,,55494020
23,100051,1.00051070120191e+35,1,,,,834878,3429701,4264579,-834878,-3429701,-4264579
23,100051,1.00051070120191e+35,2,13735074,19177457,32912531,,,,13735074,19177457,32912531
23,100051,1.00051070120191e+35,3,,,,,,,,,
23,100051,1.00051070120191e+35,4,,,,16167696,14327485,30495181,-16167696,-14327485,-30495181
23,100051,1.00051070120191e+35,5,61114384,55259374,116373758,58084889,45729482,103814371,3029495,9529892,12559387
23,100051,1.00051070120191e+35,6,6192368,6257782,12450150,6118170,3952668,10070838,74198,2305114,2379312
23,100051,1.00051070120191e+35,7,4950609,14150042,19100651,2026863,13389583,15416446,2923746,760459,3684205
23,100051,1.00051070120191e+35,8,,,,,,,,,
23,100051,1.00051070120191e+35,9,,,,,,,,,
23,100051,1.00051070120191e+35,10,46724989,29732866,76457855,43859820,22516200,66376020,2865169,7216666,10081835
23,100051,1.00051070120191e+35,11,15224338,21717227,36941565,14976866,19238861,34215727,247472,2478366,2725838
23,100051,1.00051070120191e+35,12,20259089,36987830,57246919,13810228,25917903,39728131,6448861,11069927,17518788
23,100051,1.00051070120191e+35,13,27802966,50609139,78412105,21056490,33311493,54367983,6746476,17297646,24044122
23,100051,1.00051070120191e+35,14,1383130,1173516,2556646,946662,186216,1132878,436468,987300,1423768
23,100051,1.00051070120191e+35,15,,,,,,,,,
23,100051,1.00051070120191e+35,16,,,,,,,,,
23,100051,1.00051070120191e+35,17,,,,,,,,,
23,100051,1.00051070120191e+35,18,,,,,,,,,
23,100051,1.00051070120191e+35,19,197386947,235065233,432452180,177882562,181999592,359882154,19504385,53065641,72570026
23,100051,1.00051070120191e+35,20,,7821820,7821820,,,,,7821820,7821820
23,100051,1.00051070120191e+35,21,197386947,227243413,424630360,177882562,181999592,359882154,19504385,45243821,64748206
23,100051,1.00051070120191e+35,22,,,249058444,,,194687861,,,54370583
23,100051,1.00051100120181e+35,1,,,,14494937,26236632,40731569,-14494937,-26236632,-40731569
23,100051,1.00051100120181e+35,2,37005075,53918473,90923548,,,,37005075,53918473,90923548
23,100051,1.00051100120181e+35,3,,,,,,,,,
23,100051,1.00051100120181e+35,4,,,,16869744,22724296,39594040,-16869744,-22724296,-39594040
23,100051,1.00051100120181e+35,5,203352776,190032316,393385092,187713903,159080343,346794246,15638873,30951973,46590846
23,100051,1.00051100120181e+35,6,16962543,22189165,39151708,15877119,16828693,32705812,1085424,5360472,6445896
23,100051,1.00051100120181e+35,7,14523272,18733265,33256537,12609441,14980914,27590355,1913831,3752351,5666182
23,100051,1.00051100120181e+35,8,,,,,,,,,
23,100051,1.00051100120181e+35,9,,,,,,,,,
23,100051,1.00051100120181e+35,10,150028313,125507103,275535416,125754596,122012501,247767097,24273717,3494602,27768319
23,100051,1.00051100120181e+35,11,41068973,65647208,106716181,40304726,58430229,98734955,764247,7216979,7981226
23,100051,1.00051100120181e+35,12,118536873,221051089,339587962,79224070,171565779,250789849,39312803,49485310,88798113
23,100051,1.00051100120181e+35,13,8040670,20477631,28518301,4108517,12851039,16959556,3932153,7626592,11558745
23,100051,1.00051100120181e+35,14,,,,,,,,,
23,100051,1.00051100120181e+35,15,,,,,,,,,
23,100051,1.00051100120181e+35,16,,,,,,,,,
23,100051,1.00051100120181e+35,17,,,,,,,,,
23,100051,1.00051100120181e+35,18,,,,,,,,,
23,100051,1.00051100120181e+35,19,589518495,717556250,1307074745,496957053,604710426,1101667479,92561442,112845824,205407266
23,100051,1.00051100120181e+35,20,,25218528,25218528,,,,,25218528,25218528
23,100051,1.00051100120181e+35,21,589518495,692337722,1281856217,496957053,604710426,1101667479,92561442,87627296,180188738
23,100051,1.00051100120181e+35,22,,,750357860,,,614251457,,,136106403
23,100052,1.00052010120191e+35,1,,,,8442896,28345008,36787904,-8442896,-28345008,-36787904
23,100052,1.00052010120191e+35,2,59852221,70816377,130668598,,,,59852221,70816377,130668598
23,100052,1.00052010120191e+35,3,,,,,,,,,
23,100052,1.00052010120191e+35,4,,,,58914088,52719701,111633789,-58914088,-52719701,-111633789
23,100052,1.00052010120191e+35,5,316590548,203623281,520213829,263587196,180278999,443866195,53003352,23344282,76347634
23,100052,1.00052010120191e+35,6,36944060,24988652,61932712,32927738,23024204,55951942,4016322,1964448,5980770
23,100052,1.00052010120191e+35,7,51521514,37536937,89058451,28808061,14309236,43117297,22713453,23227701,45941154
23,100052,1.00052010120191e+35,8,,,,,,,,,
23,100052,1.00052010120191e+35,9,,,,,,,,,
23,100052,1.00052010120191e+35,10,380994061,217369937,598363998,313725114,186578361,500303475,67268947,30791576,98060523
23,100052,1.00052010120191e+35,11,98710374,90946311,189656685,87504863,85778554,173283417,11205511,5167757,16373268
23,100052,1.00052010120191e+35,12,135820392,164089011,299909403,56830800,86336159,143166959,78989592,77752852,156742444
23,100052,1.00052010120191e+35,13,,,,,,,,,
23,100052,1.00052010120191e+35,14,13755757,50615502,64371259,1851155,10295774,12146929,11904602,40319728,52224330
23,100052,1.00052010120191e+35,15,,,,,,,,,
23,100052,1.00052010120191e+35,16,,,,8760263,28325589,37085852,-8760263,-28325589,-37085852
23,100052,1.00052010120191e+35,17,,,,15935775,20523231,36459006,-15935775,-20523231,-36459006
23,100052,1.00052010120191e+35,18,,,,,,,,,
23,100052,1.00052010120191e+35,19,1094188927,859986008,1954174935,877287949,716514816,1593802765,216900978,143471192,360372170
23,100052,1.00052010120191e+35,20,1490040,15554448,17044488,1241957,9761572,11003529,248083,5792876,6040959
23,100052,1.00052010120191e+35,21,1092698887,844431560,1937130447,876045992,706753244,1582799236,216652895,137678316,354331211
23,100052,1.00052010120191e+35,22,,,1087930086,,,816753851,,,271176235
23,100053,1.00053010120191e+35,1,,,,12876906,21684531,34561437,-12876906,-21684531,-34561437
23,100053,1.00053010120191e+35,2,92776372,82573205,175349577,,,,92776372,82573205,175349577
23,100053,1.00053010120191e+35,3,,,,,,,,,
23,100053,1.00053010120191e+35,4,,,,46139952,15113135,61253087,-46139952,-15113135,-61253087
23,100053,1.00053010120191e+35,5,162069079,28500525,190569604,143411603,26989264,170400867,18657476,1511261,20168737
23,100053,1.00053010120191e+35,6,56993054,21378244,78371298,54208730,20783539,74992269,2784324,594705,3379029
23,100053,1.00053010120191e+35,7,4437699,4771557,9209256,2813317,2805651,5618968,1624382,1965906,3590288
23,100053,1.00053010120191e+35,8,,,,,,,,,
23,100053,1.00053010120191e+35,9,,,,,,,,,
23,100053,1.00053010120191e+35,10,333133287,162345169,495478456,294432170,147653219,442085389,38701117,14691950,53393067
23,100053,1.00053010120191e+35,11,145377798,99495381,244873179,137455198,96220506,233675704,7922600,3274875,11197475
23,100053,1.00053010120191e+35,12,123439488,127289114,250728602,96535765,101632130,198167895,26903723,25656984,52560707
23,100053,1.00053010120191e+35,13,,,,,,,,,
23,100053,1.00053010120191e+35,14,555132,601802,1156934,867853,88652,956505,-312721,513150,200429
23,100053,1.00053010120191e+35,15,,,,,,,,,
23,100053,1.00053010120191e+35,16,,,,351734,829266,1181000,-351734,-829266,-1181000
23,100053,1.00053010120191e+35,17,,,,39121654,48561855,87683509,-39121654,-48561855,-87683509
23,100053,1.00053010120191e+35,18,,,,,,,,,
23,100053,1.00053010120191e+35,19,918781909,526954997,1445736906,828214882,482361748,1310576630,90567027,44593249,135160276
23,100053,1.00053010120191e+35,20,,,,,,,,,
23,100053,1.00053010120191e+35,21,918781909,526954997,1445736906,828214882,482361748,1310576630,90567027,44593249,135160276
23,100053,1.00053010120191e+35,22,,,991080237,,,873928988,,,117151249
23,100054,1.00054010120191e+35,1,,,,898699,3987604,4886303,-898699,-3987604,-4886303
23,100054,1.00054010120191e+35,2,11568719,40951304,52520023,,,,11568719,40951304,52520023
23,100054,1.00054010120191e+35,3,,,,,,,,,
23,100054,1.00054010120191e+35,4,,,,1524534,4701536,6226070,-1524534,-4701536,-6226070
23,100054,1.00054010120191e+35,5,148658437,162189011,310847448,137257810,156477355,293735165,11400627,5711656,17112283
23,100054,1.00054010120191e+35,6,3825695,9306142,13131837,3678640,9201134,12879774,147055,105008,252063
23,100054,1.00054010120191e+35,7,14607329,53883595,68490924,12130567,50736338,62866905,2476762,3147257,5624019
23,100054,1.00054010120191e+35,8,,,,,,,,,
23,100054,1.00054010120191e+35,9,,,,,,,,,
23,100054,1.00054010120191e+35,10,28498755,36039893,64538648,26807618,34393712,61201330,1691137,1646181,3337318
23,100054,1.00054010120191e+35,11,7653335,31131678,38785013,7335196,30533570,37868766,318139,598108,916247
23,100054,1.00054010120191e+35,12,10048515,26936287,36984802,6594073,19412762,26006835,3454442,7523525,10977967
23,100054,1.00054010120191e+35,13,25096612,80662788,105759400,16103988,60720560,76824548,8992624,19942228,28934852
23,100054,1.00054010120191e+35,14,771526,6682778,7454304,234603,1177169,1411772,536923,5505609,6042532
23,100054,1.00054010120191e+35,15,,,,242440,883449,1125889,-242440,-883449,-1125889
23,100054,1.00054010120191e+35,16,,,,736649,3774570,4511219,-736649,-3774570,-4511219
23,100054,1.00054010120191e+35,17,,,,9631830,34637843,44269673,-9631830,-34637843,-44269673
23,100054,1.00054010120191e+35,18,,,,,,,,,
23,100054,1.00054010120191e+35,19,250728923,447783476,698512399,223176647,410637602,633814249,27552276,37145874,64698150
23,100054,1.00054010120191e+35,20,,,,,,,,,
23,100054,1.00054010120191e+35,21,250728923,447783476,698512399,223176647,410637602,633814249,27552276,37145874,64698150
23,100054,1.00054010120191e+35,22,,,246067863,,,201901479,,,44166384
23,100055,1.00055010120191e+35,1,,,,12515866,24882550,37398416,-12515866,-24882550,-37398416
23,100055,1.00055010120191e+35,2,19640217,28681350,48321567,,,,19640217,28681350,48321567
23,100055,1.00055010120191e+35,3,,,,,,,,,
23,100055,1.00055010120191e+35,4,,,,9771311,5958505,15729816,-9771311,-5958505,-15729816
23,100055,1.00055010120191e+35,5,106614662,63947898,170562560,85957082,56950397,142907479,20657580,6997501,27655081
23,100055,1.00055010120191e+35,6,8689708,7180484,15870192,6950221,6851076,13801297,1739487,329408,2068895
23,100055,1.00055010120191e+35,7,10801282,9418992,20220274,7075237,6379181,13454418,3726045,3039811,6765856
23,100055,1.00055010120191e+35,8,,,,,,,,,
23,100055,1.00055010120191e+35,9,,,,,,,,,
23,100055,1.00055010120191e+35,10,92655511,66130594,158786105,76955413,58743933,135699346,15700098,7386661,23086759
23,100055,1.00055010120191e+35,11,13659162,32709584,46368746,12193768,30158083,42351851,1465394,2551501,4016895
23,100055,1.00055010120191e+35,12,42037485,82679351,124716836,20180830,43335879,63516709,21856655,39343472,61200127
23,100055,1.00055010120191e+35,13,,,,,,,,,
23,100055,1.00055010120191e+35,14,1116531,1645072,2761603,353531,413720,767251,763000,1231352,1994352
23,100055,1.00055010120191e+35,15,,,,,,,,,
23,100055,1.00055010120191e+35,16,,,,811257,1345431,2156688,-811257,-1345431,-2156688
23,100055,1.00055010120191e+35,17,,,,1661682,2679478,4341160,-1661682,-2679478,-4341160
23,100055,1.00055010120191e+35,18,,,,,,,,,
23,100055,1.00055010120191e+35,19,295214558,292393325,587607883,234426198,237698233,472124431,60788360,54695092,115483452
23,100055,1.00055010120191e+35,20,,,,,,,,,
23,100055,1.00055010120191e+35,21,295214558,292393325,587607883,234426198,237698233,472124431,60788360,54695092,115483452
23,100055,1.00055010120191e+35,22,,,329871687,,,241567906,,,88303781
23,100056,1.00056010120191e+35,1,,,,12031718,8356872,20388590,-12031718,-8356872,-20388590
23,100056,1.00056010120191e+35,2,19563542,17185630,36749172,,,,19563542,17185630,36749172
23,100056,1.00056010120191e+35,3,,,,,,,,,
23,100056,1.00056010120191e+35,4,,,,6568189,4562067,11130256,-6568189,-4562067,-11130256
23,100056,1.00056010120191e+35,5,276925528,139359027,416284555,197858372,121397598,319255970,79067156,17961429,97028585
23,100056,1.00056010120191e+35,6,6141030,1399129,7540159,6067561,2022792,8090353,73469,-623663,-550194
23,100056,1.00056010120191e+35,7,,,,,,,,,
23,100056,1.00056010120191e+35,8,,,,,,,,,
23,100056,1.00056010120191e+35,9,,,,,,,,,
23,100056,1.00056010120191e+35,10,206950949,114857425,321808374,151146534,88759489,239906023,55804415,26097936,81902351
23,100056,1.00056010120191e+35,11,14098343,8173235,22271578,8260188,6754402,15014590,5838155,1418833,7256988
23,100056,1.00056010120191e+35,12,124773337,124039553,248812890,70507659,82226105,152733764,54265678,41813448,96079126
23,100056,1.00056010120191e+35,13,163054237,158634486,321688723,95328203,111442069,206770272,67726034,47192417,114918451
23,100056,1.00056010120191e+35,14,,,,,,,,,
23,100056,1.00056010120191e+35,15,,,,2942097,7181827,10123924,-2942097,-7181827,-10123924
23,100056,1.00056010120191e+35,16,,,,3000760,6916305,9917065,-3000760,-6916305,-9917065
23,100056,1.00056010120191e+35,17,,,,,,,,,
23,100056,1.00056010120191e+35,18,,,,,,,,,
23,100056,1.00056010120191e+35,19,811506966,563648485,1375155451,553711281,439619526,993330807,257795685,124028959,381824644
23,100056,1.00056010120191e+35,20,,,,,,,,,
23,100056,1.00056010120191e+35,21,811506966,563648485,1375155451,553711281,439619526,993330807,257795685,124028959,381824644
23,100056,1.00056010120191e+35,22,,,914581565,,,614424649,,,300156916
23,100057,1.00057010120191e+35,1,,,,9768780,35856493,45625273,-9768780,-35856493,-45625273
23,100057,1.00057010120191e+35,2,33017495,61272734,94290229,,,,33017495,61272734,94290229
23,100057,1.00057010120191e+35,3,,,,,,,,,
23,100057,1.00057010120191e+35,4,,,,22837993,21406751,44244744,-22837993,-21406751,-44244744
23,100057,1.00057010120191e+35,5,300630173,251134845,551765018,241022552,224497732,465520284,59607621,26637113,86244734
23,100057,1.00057010120191e+35,6,35996167,19840939,55837106,29639087,18699563,48338650,6357080,1141376,7498456
23,100057,1.00057010120191e+35,7,11278318,16135548,27413866,8158517,12660082,20818599,3119801,3475466,6595267
23,100057,1.00057010120191e+35,8,,,,,,,,,
23,100057,1.00057010120191e+35,9,,,,,,,,,
23,100057,1.00057010120191e+35,10,163496233,114936515,278432748,134666788,103205651,237872439,28829445,11730864,40560309
23,100057,1.00057010120191e+35,11,37344798,69605931,106950729,33393535,65889686,99283221,3951263,3716245,7667508
23,100057,1.00057010120191e+35,12,110757982,178647721,289405703,62827173,110089001,172916174,47930809,68558720,116489529
23,100057,1.00057010120191e+35,13,,,,,,,,,
23,100057,1.00057010120191e+35,14,1289322,1254906,2544228,292264,124613,416877,997058,1130293,2127351
23,100057,1.00057010120191e+35,15,,,,,,,,,
23,100057,1.00057010120191e+35,16,,,,1486309,2441357,3927666,-1486309,-2441357,-3927666
23,100057,1.00057010120191e+35,17,,,,2929137,8780760,11709897,-2929137,-8780760,-11709897
23,100057,1.00057010120191e+35,18,,,,,,,,,
23,100057,1.00057010120191e+35,19,693810488,712829139,1406639627,547022135,603651689,1150673824,146788353,109177450,255965803
23,100057,1.00057010120191e+35,20,316353,21353959,21670312,264759,16085076,16349835,51594,5268883,5320477
23,100057,1.00057010120191e+35,21,693494135,691475180,1384969315,546757376,587566613,1134323989,146736759,103908567,250645326
23,100057,1.00057010120191e+35,22,,,674789180,,,510071834,,,164717346
23,100062,1.00062010120191e+35,1,,,,28671204,46608104,75279308,-28671204,-46608104,-75279308
23,100062,1.00062010120191e+35,2,75787712,68466615,144254327,,,,75787712,68466615,144254327
23,100062,1.00062010120191e+35,3,,,,,,,,,
23,100062,1.00062010120191e+35,4,,,,27355034,5002934,32357968,-27355034,-5002934,-32357968
23,100062,1.00062010120191e+35,5,419517080,275244128,694761208,368521928,244817233,613339161,50995152,30426895,81422047
23,100062,1.00062010120191e+35,6,34400054,15288133,49688187,30522616,15197199,45719815,3877438,90934,3968372
23,100062,1.00062010120191e+35,7,21940514,15767229,37707743,18957609,11734121,30691730,2982905,4033108,7016013
23,100062,1.00062010120191e+35,8,,,,,,,,,
23,100062,1.00062010120191e+35,9,,,,,,,,,
23,100062,1.00062010120191e+35,10,349066657,239443737,588510394,303387437,213552855,516940292,45679220,25890882,71570102
23,100062,1.00062010120191e+35,11,144591306,109757189,254348495,132010134,103223526,235233660,12581172,6533663,19114835
23,100062,1.00062010120191e+35,12,199520332,222679708,422200040,142328376,152647886,294976262,57191956,70031822,127223778
23,100062,1.00062010120191e+35,13,,,,,,,,,
23,100062,1.00062010120191e+35,14,1853849,1551538,3405387,327756,80281,408037,1526093,1471257,2997350
23,100062,1.00062010120191e+35,15,,,,,,,,,
23,100062,1.00062010120191e+35,16,,,,2032029,1856246,3888275,-2032029,-1856246,-3888275
23,100062,1.00062010120191e+35,17,,,,25073418,30395540,55468958,-25073418,-30395540,-55468958
23,100062,1.00062010120191e+35,18,,,,,,,,,
23,100062,1.00062010120191e+35,19,1246677504,948198277,2194875781,1079187541,825115925,1904303466,167489963,123082352,290572315
23,100062,1.00062010120191e+35,20,,,,,,,,,
23,100062,1.00062010120191e+35,21,1246677504,948198277,2194875781,1079187541,825115925,1904303466,167489963,123082352,290572315
23,100062,1.00062010120191e+35,22,,,1265058929,,,1047150214,,,217908715
23,100063,1.00063010120191e+35,1,,,,3919342,7863634,11782976,-3919342,-7863634,-11782976
23,100063,1.00063010120191e+35,2,40668985,49910372,90579357,,,,40668985,49910372,90579357
23,100063,1.00063010120191e+35,3,,,,,,,,,
23,100063,1.00063010120191e+35,4,,,,42686661,42547130,85233791,-42686661,-42547130,-85233791
23,100063,1.00063010120191e+35,5,137082223,52513332,189595555,106508696,46892440,153401136,30573527,5620892,36194419
23,100063,1.00063010120191e+35,6,24913582,12872843,37786425,22045918,12494497,34540415,2867664,378346,3246010
23,100063,1.00063010120191e+35,7,16488410,9518015,26006425,12650267,7890190,20540457,3838143,1627825,5465968
23,100063,1.00063010120191e+35,8,,,,,,,,,
23,100063,1.00063010120191e+35,9,,,,,,,,,
23,100063,1.00063010120191e+35,10,145286552,65823454,211110006,115929478,56651644,172581122,29357074,9171810,38528884
23,100063,1.00063010120191e+35,11,50590608,44544794,95135402,41669077,42647687,84316764,8921531,1897107,10818638
23,100063,1.00063010120191e+35,12,48441056,53674351,102115407,20709317,29329947,50039264,27731739,24344404,52076143
23,100063,1.00063010120191e+35,13,,,,,,,,,
23,100063,1.00063010120191e+35,14,6099454,17865660,23965114,1115254,4473200,5588454,4984200,13392460,18376660
23,100063,1.00063010120191e+35,15,,,,,,,,,
23,100063,1.00063010120191e+35,16,,,,4147794,6820312,10968106,-4147794,-6820312,-10968106
23,100063,1.00063010120191e+35,17,,,,-249581,6624884,6375303,249581,-6624884,-6375303
23,100063,1.00063010120191e+35,18,,,,,,,,,
23,100063,1.00063010120191e+35,19,469570870,306722821,776293691,371132223,264235565,635367788,98438647,42487256,140925903
23,100063,1.00063010120191e+35,20,,126969,126969,,98397,98397,,28572,28572
23,100063,1.00063010120191e+35,21,469570870,306595852,776166722,371132223,264137168,635269391,98438647,42458684,140897331
23,100063,1.00063010120191e+35,22,,,408360815,,,306937150,,,101423665
23,100067,1.00067010120191e+35,1,,,,8247092,23068469,31315561,-8247092,-23068469,-31315561
23,100067,1.00067010120191e+35,2,30667272,64249408,94916680,,,,30667272,64249408,94916680
23,100067,1.00067010120191e+35,3,,,,,,,,,
23,100067,1.00067010120191e+35,4,,,,65125982,69292361,134418343,-65125982,-69292361,-134418343
23,100067,1.00067010120191e+35,5,365298874,274227860,639526734,299356536,236266631,535623167,65942338,37961229,103903567
23,100067,1.00067010120191e+35,6,57818222,23711181,81529403,51387642,22892895,74280537,6430580,818286,7248866
23,100067,1.00067010120191e+35,7,58273784,56375763,114649547,17838219,16368931,34207150,40435565,40006832,80442397
23,100067,1.00067010120191e+35,8,,,,,,,,,
23,100067,1.00067010120191e+35,9,,,,,,,,,
23,100067,1.00067010120191e+35,10,320085034,205012425,525097459,261482181,172730164,434212345,58602853,32282261,90885114
23,100067,1.00067010120191e+35,11,94514067,71417205,165931272,83978817,67189407,151168224,10535250,4227798,14763048
23,100067,1.00067010120191e+35,12,147907302,246727201,394634503,59980240,132673016,192653256,87927062,114054185,201981247
23,100067,1.00067010120191e+35,13,,,,,,,,,
23,100067,1.00067010120191e+35,14,12177886,35511090,47688976,2181444,6944540,9125984,9996442,28566550,38562992
23,100067,1.00067010120191e+35,15,,,,,,,,,
23,100067,1.00067010120191e+35,16,,,,7538668,18368469,25907137,-7538668,-18368469,-25907137
23,100067,1.00067010120191e+35,17,,,,2926782,23625822,26552604,-2926782,-23625822,-26552604
23,100067,1.00067010120191e+35,18,,,,,,,,,
23,100067,1.00067010120191e+35,19,1086742441,977232133,2063974574,860043603,789420705,1649464308,226698838,187811428,414510266
23,100067,1.00067010120191e+35,20,1537198,12113877,13651075,1304944,7899156,9204100,232254,4214721,4446975
23,100067,1.00067010120191e+35,21,1085205243,965118256,2050323499,858738659,781521549,1640260208,226466584,183596707,410063291
23,100067,1.00067010120191e+35,22,,,1085663234,,,778033825,,,307629409
23,100069,1.00069010120191e+35,1,,,,10937576,30801778,41739354,-10937576,-30801778,-41739354
23,100069,1.00069010120191e+35,2,21835479,39661779,61497258,,,,21835479,39661779,61497258
23,100069,1.00069010120191e+35,3,,,,,,,,,
23,100069,1.00069010120191e+35,4,,,,17728575,19721430,37450005,-17728575,-19721430,-37450005
23,100069,1.00069010120191e+35,5,134986363,74887311,209873674,115698693,68082447,183781140,19287670,6804864,26092534
23,100069,1.00069010120191e+35,6,9493245,11578156,21071401,8705402,11206067,19911469,787843,372089,1159932
23,100069,1.00069010120191e+35,7,22030896,28071142,50102038,12395695,13602417,25998112,9635201,14468725,24103926
23,100069,1.00069010120191e+35,8,,,,,,,,,
23,100069,1.00069010120191e+35,9,,,,,,,,,
23,100069,1.00069010120191e+35,10,157247973,103804275,261052248,135236456,95015971,230252427,22011517,8788304,30799821
23,100069,1.00069010120191e+35,11,20806897,53272831,74079728,20692865,49070613,69763478,114032,4202218,4316250
23,100069,1.00069010120191e+35,12,115178137,140754268,255932405,59556328,96807354,156363682,55621809,43946914,99568723
23,100069,1.00069010120191e+35,13,,,,,,,,,
23,100069,1.00069010120191e+35,14,1870154,2153895,4024049,648290,557903,1206193,1221864,1595992,2817856
23,100069,1.00069010120191e+35,15,,,,,,,,,
23,100069,1.00069010120191e+35,16,,,,474066,1431377,1905443,-474066,-1431377,-1905443
23,100069,1.00069010120191e+35,17,,,,1397312,5261244,6658556,-1397312,-5261244,-6658556
23,100069,1.00069010120191e+35,18,,,,,,,,,
23,100069,1.00069010120191e+35,19,483449144,454183657,937632801,383471258,391558601,775029859,99977886,62625056,162602942
23,100069,1.00069010120191e+35,20,21145,1437355,1458500,18423,1252309,1270732,2722,185046,187768
23,100069,1.00069010120191e+35,21,483427999,452746302,936174301,383452835,390306292,773759127,99975164,62440010,162415174
23,100069,1.00069010120191e+35,22,,,591064381,,,456379587,,,134684794
23,100070,1.00070010120191e+35,1,,,,7768551,8022755,15791306,-7768551,-8022755,-15791306
23,100070,1.00070010120191e+35,2,20262555,20925592,41188147,,,,20262555,20925592,41188147
23,100070,1.00070010120191e+35,3,,,,,,,,,
23,100070,1.00070010120191e+35,4,,,,1214996,1270708,2485704,-1214996,-1270708,-2485704
23,100070,1.00070010120191e+35,5,365599608,317475404,683075012,321736127,289569553,611305680,43863481,27905851,71769332
23,100070,1.00070010120191e+35,6,9536223,4194014,13730237,9193596,4038254,13231850,342627,155760,498387
23,100070,1.00070010120191e+35,7,8445106,9730739,18175845,7162789,9005585,16168374,1282317,725154,2007471
23,100070,1.00070010120191e+35,8,,,,,,,,,
23,100070,1.00070010120191e+35,9,,,,,,,,,
23,100070,1.00070010120191e+35,10,206565874,159702217,366268091,183662225,146436841,330099066,22903649,13265376,36169025
23,100070,1.00070010120191e+35,11,12498956,15226887,27725843,12050691,14661364,26712055,448265,565523,1013788
23,100070,1.00070010120191e+35,12,,,,,,,,,
23,100070,1.00070010120191e+35,13,80337518,133887959,214225477,61422649,104404943,165827592,18914869,29483016,48397885
23,100070,1.00070010120191e+35,14,12169271,18006169,30175440,8196901,12168415,20365316,3972370,5837754,9810124
23,100070,1.00070010120191e+35,15,,,,16237,152803,169040,-16237,-152803,-169040
23,100070,1.00070010120191e+35,16,,,,1583059,3864674,5447733,-1583059,-3864674,-5447733
23,100070,1.00070010120191e+35,17,,,,13022716,12806427,25829143,-13022716,-12806427,-25829143
23,100070,1.00070010120191e+35,18,,,,,,,,,
23,100070,1.00070010120191e+35,19,715415111,679148981,1394564092,627030537,606402322,1233432859,88384574,72746659,161131233
23,100070,1.00070010120191e+35,20,,,,,,,,,
23,100070,1.00070010120191e+35,21,715415111,679148981,1394564092,627030537,606402322,1233432859,88384574,72746659,161131233
23,100070,1.00070010120191e+35,22,,,608219411,,,522638713,,,85580698
23,100071,1.00071010120191e+35,1,,,,29963473,34546585,64510058,-29963473,-34546585,-64510058
23,100071,1.00071010120191e+35,2,81206721,93627828,174834549,,,,81206721,93627828,174834549
23,100071,1.00071010120191e+35,3,,,,,,,,,
23,100071,1.00071010120191e+35,4,,,,3396690,6026145,9422835,-3396690,-6026145,-9422835
23,100071,1.00071010120191e+35,5,249021345,116205469,365226814,228050700,107047595,335098295,20970645,9157874,30128519
23,100071,1.00071010120191e+35,6,29898417,25130482,55028899,28767875,24519604,53287479,1130542,610878,1741420
23,100071,1.00071010120191e+35,7,26166149,17530004,43696153,23271560,16410212,39681772,2894589,1119792,4014381
23,100071,1.00071010120191e+35,8,,,,,,,,,
23,100071,1.00071010120191e+35,9,,,,,,,,,
23,100071,1.00071010120191e+35,10,285018903,136067378,421086281,260332131,129613112,389945243,24686772,6454266,31141038
23,100071,1.00071010120191e+35,11,107586768,125683017,233269785,103521881,122627882,226149763,4064887,3055135,7120022
23,100071,1.00071010120191e+35,12,,,,,,,,,
23,100071,1.00071010120191e+35,13,143240735,172595057,315835792,120392604,148055640,268448244,22848131,24539417,47387548
23,100071,1.00071010120191e+35,14,12297922,46117943,58415865,7458766,31436365,38895131,4839156,14681578,19520734
23,100071,1.00071010120191e+35,15,,,,18265,84854,103119,-18265,-84854,-103119
23,100071,1.00071010120191e+35,16,,,,1146986,2456355,3603341,-1146986,-2456355,-3603341
23,100071,1.00071010120191e+35,17,,,,52599137,61744543,114343680,-52599137,-61744543,-114343680
