CLIENT_CODE,FILE_NBR,SUBMISSION_NUMBER,LINE_NUMBER,INPATIENT_REVENUE,OUTPATIENT_REVENUE,TOTAL_REVENUE,INPATIENT_DEDUCTION,OUTPATIENT_DEDUCTION,TOTAL_DEDUCTION,NET_INPATIENT_REVENUE,NET_OUTPATIENT_REVENUE,NET_PATIENT_REVENUE
23,100175,1.00175100120181e+35,6,1871889,18196803,20068692,1220953,11868992,13089945,650936,6327811,6978747
23,100175,1.00175100120181e+35,7,,,,,,,,,
23,100175,1.00175100120181e+35,8,,,,,,,,,
23,100175,1.00175100120181e+35,9,,,,,,,,,
23,100175,1.00175100120181e+35,10,2907852,8193398,11101250,2357897,6643801,9001698,549955,1549597,2099552
23,100175,1.00175100120181e+35,11,33536,326008,359544,21874,212641,234515,11662,113367,125029
23,100175,1.00175100120181e+35,12,377657,3594235,3971892,248750,2367407,2616157,128907,1226828,1355735
23,100175,1.00175100120181e+35,13,,,,,,,,,
23,100175,1.00175100120181e+35,14,3137042,19635746,22772788,1553943,9726628,11280571,1583099,9909118,11492217
23,100175,1.00175100120181e+35,15,,,,,,,,,
23,100175,1.00175100120181e+35,16,,,,,,,,,
23,100175,1.00175100120181e+35,17,,,,,,,,,
23,100175,1.00175100120181e+35,18,,,,,,,,,
23,100175,1.00175100120181e+35,19,26128418,107603535,133731953,20758599,80580756,101339355,5369819,27022779,32392598
23,100175,1.00175100120181e+35,20,,,,,,,,,
23,100175,1.00175100120181e+35,21,26128418,107603535,133731953,20758599,80580756,101339355,5369819,27022779,32392598
23,100175,1.00175100120181e+35,22,,,15432686,,,11852370,,,3580316
23,100176,1.00176010120191e+35,1,,,,9413369,8158959,17572328,-9413369,-8158959,-17572328
23,100176,1.00176010120191e+35,2,39061693,48500905,87562598,,,,39061693,48500905,87562598
23,100176,1.00176010120191e+35,3,,,,,,,,,
23,100176,1.00176010120191e+35,4,,,,27036936,14070756,41107692,-27036936,-14070756,-41107692
23,100176,1.00176010120191e+35,5,536750913,205267486,742018399,488210069,188081733,676291802,48540844,17185753,65726597
23,100176,1.00176010120191e+35,6,33037691,7421862,40459553,31081384,7163434,38244818,1956307,258428,2214735
23,100176,1.00176010120191e+35,7,17610703,15367303,32978006,2132015,4037907,6169922,15478688,11329396,26808084
23,100176,1.00176010120191e+35,8,,,,,,,,,
23,100176,1.00176010120191e+35,9,,,,,,,,,
23,100176,1.00176010120191e+35,10,352145989,148805354,500951343,321952964,137188947,459141911,30193025,11616407,41809432
23,100176,1.00176010120191e+35,11,52086839,33769704,85856543,48694052,32311101,81005153,3392787,1458603,4851390
23,100176,1.00176010120191e+35,12,228520494,210391241,438911735,167235359,161191548,328426907,61285135,49199693,110484828
23,100176,1.00176010120191e+35,13,,,,,,,,,
23,100176,1.00176010120191e+35,14,9078035,8276597,17354632,8181890,6246559,14428449,896145,2030038,2926183
23,100176,1.00176010120191e+35,15,,,,,,,,,
23,100176,1.00176010120191e+35,16,,,,1444651,979767,2424418,-1444651,-979767,-2424418
23,100176,1.00176010120191e+35,17,,,,19801919,38463087,58265006,-19801919,-38463087,-58265006
23,100176,1.00176010120191e+35,18,,,,,,,,,
23,100176,1.00176010120191e+35,19,1268292357,677800452,1946092809,1125184608,597893798,1723078406,143107749,79906654,223014403
23,100176,1.00176010120191e+35,20,,,,,,,,,
23,100176,1.00176010120191e+35,21,1268292357,677800452,1946092809,1125184608,597893798,1723078406,143107749,79906654,223014403
23,100176,1.00176010120191e+35,22,,,1025719621,,,868573971,,,157145650
23,100177,1.00177100120181e+35,1,,,,1094970,3040161,4135131,-1094970,-3040161,-4135131
23,100177,1.00177100120181e+35,2,18721315,24712854,43434169,,,,18721315,24712854,43434169
23,100177,1.00177100120181e+35,3,,,,,,,,,
23,100177,1.00177100120181e+35,4,,,,21233144,17454167,38687311,-21233144,-17454167,-38687311
23,100177,1.00177100120181e+35,5,109035014,98764130,207799144,92594658,81968528,174563186,16440356,16795602,33235958
23,100177,1.00177100120181e+35,6,18315782,8597381,26913163,14076849,7690218,21767067,4238933,907163,5146096
23,100177,1.00177100120181e+35,7,15033962,17173643,32207605,7642564,12117295,19759859,7391398,5056348,12447746
23,100177,1.00177100120181e+35,8,,,,,,,,,
23,100177,1.00177100120181e+35,9,,,,,,,,,
23,100177,1.00177100120181e+35,10,67742238,72839290,140581528,59079520,63471797,122551317,8662718,9367493,18030211
23,100177,1.00177100120181e+35,11,21347956,21354886,42702842,19537246,19234314,38771560,1810710,2120572,3931282
23,100177,1.00177100120181e+35,12,19703270,37187189,56890459,9270920,25297627,34568547,10432350,11889562,22321912
23,100177,1.00177100120181e+35,13,40992317,78256353,119248670,16042662,40359330,56401992,24949655,37897023,62846678
23,100177,1.00177100120181e+35,14,3182995,7004114,10187109,1810542,4581798,6392340,1372453,2422316,3794769
23,100177,1.00177100120181e+35,15,,,,4663385,252496,4915881,-4663385,-252496,-4915881
23,100177,1.00177100120181e+35,16,,,,4714797,10624669,15339466,-4714797,-10624669,-15339466
23,100177,1.00177100120181e+35,17,,,,225925,8500025,8725950,-225925,-8500025,-8725950
23,100177,1.00177100120181e+35,18,,,,,,,,,
23,100177,1.00177100120181e+35,19,314074849,365889840,679964689,251987182,294592425,546579607,62087667,71297415,133385082
23,100177,1.00177100120181e+35,20,,,,,,,,,
23,100177,1.00177100120181e+35,21,314074849,365889840,679964689,251987182,294592425,546579607,62087667,71297415,133385082
23,100177,1.00177100120181e+35,22,,,359423499,,,252293416,,,107130083
23,100179,1.00179010120191e+35,1,,,,22013502,32291557,54305059,-22013502,-32291557,-54305059
23,100179,1.00179010120191e+35,2,190386166,236694874,427081040,,,,190386166,236694874,427081040
23,100179,1.00179010120191e+35,3,,,,,,,,,
23,100179,1.00179010120191e+35,4,,,,37404548,16301836,53706384,-37404548,-16301836,-53706384
23,100179,1.00179010120191e+35,5,743228726,233634793,976863519,672198704,223723080,895921784,71030022,9911713,80941735
23,100179,1.00179010120191e+35,6,153193712,41379755,194573467,150823059,41395905,192218964,2370653,-16150,2354503
23,100179,1.00179010120191e+35,7,246856331,163225282,410081613,200474662,132328153,332802815,46381669,30897129,77278798
23,100179,1.00179010120191e+35,8,,,,,,,,,
23,100179,1.00179010120191e+35,9,,,,,,,,,
23,100179,1.00179010120191e+35,10,583992147,224111266,808103413,539669229,208988314,748657543,44322918,15122952,59445870
23,100179,1.00179010120191e+35,11,282120950,234548015,516668965,271783914,229276982,501060896,10337036,5271033,15608069
23,100179,1.00179010120191e+35,12,194239608,150432820,344672428,152449686,117879504,270329190,41789922,32553316,74343238
23,100179,1.00179010120191e+35,13,219042303,222669462,441711765,167246549,173280554,340527103,51795754,49388908,101184662
23,100179,1.00179010120191e+35,14,45112870,31733216,76846086,365308,4226814,4592122,44747562,27506402,72253964
23,100179,1.00179010120191e+35,15,,,,2250110,1562981,3813091,-2250110,-1562981,-3813091
23,100179,1.00179010120191e+35,16,,,,11810909,14076873,25887782,-11810909,-14076873,-25887782
23,100179,1.00179010120191e+35,17,,,,152024584,202786292,354810876,-152024584,-202786292,-354810876
23,100179,1.00179010120191e+35,18,,,,,,,,,
23,100179,1.00179010120191e+35,19,2658172813,1538429483,4196602296,2380514764,1398118845,3778633609,277658049,140310638,417968687
23,100179,1.00179010120191e+35,20,,,,,,,,,
23,100179,1.00179010120191e+35,21,2658172813,1538429483,4196602296,2380514764,1398118845,3778633609,277658049,140310638,417968687
23,100179,1.00179010120191e+35,22,,,2111156571,,,1860574732,,,250581839
23,100180,1.00180010120191e+35,1,,,,2967417,8743581,11710998,-2967417,-8743581,-11710998
23,100180,1.00180010120191e+35,2,63268933,121545124,184814057,,,,63268933,121545124,184814057
23,100180,1.00180010120191e+35,3,,,,,,,,,
23,100180,1.00180010120191e+35,4,,,,30762645,11858046,42620691,-30762645,-11858046,-42620691
23,100180,1.00180010120191e+35,5,174565862,70106455,244672317,157046743,68665623,225712366,17519119,1440832,18959951
23,100180,1.00180010120191e+35,6,21794876,33797404,55592280,19857623,33486155,53343778,1937253,311249,2248502
23,100180,1.00180010120191e+35,7,15586246,19208985,34795231,14028722,17855853,31884575,1557524,1353132,2910656
23,100180,1.00180010120191e+35,8,,,,,,,,,
23,100180,1.00180010120191e+35,9,,,,,,,,,
23,100180,1.00180010120191e+35,10,163151756,85232386,248384142,149855176,81796123,231651299,13296580,3436263,16732843
23,100180,1.00180010120191e+35,11,60385760,96873673,157259433,57292970,95664538,152957508,3092790,1209135,4301925
23,100180,1.00180010120191e+35,12,49555553,88144214,137699767,41230440,77640288,118870728,8325113,10503926,18829039
23,100180,1.00180010120191e+35,13,42280693,97129592,139410285,31721439,72870653,104592092,10559254,24258939,34818193
23,100180,1.00180010120191e+35,14,3977736,13126278,17104014,1774338,2237762,4012100,2203398,10888516,13091914
23,100180,1.00180010120191e+35,15,,,,23497,15789,39286,-23497,-15789,-39286
23,100180,1.00180010120191e+35,16,,,,3196370,11951595,15147965,-3196370,-11951595,-15147965
23,100180,1.00180010120191e+35,17,,,,37857158,101870635,139727793,-37857158,-101870635,-139727793
23,100180,1.00180010120191e+35,18,,,,,,,,,
23,100180,1.00180010120191e+35,19,594567415,625164111,1219731526,547614538,584656641,1132271179,46952877,40507470,87460347
23,100180,1.00180010120191e+35,20,,,,,,,,,
23,100180,1.00180010120191e+35,21,594567415,625164111,1219731526,547614538,584656641,1132271179,46952877,40507470,87460347
23,100180,1.00180010120191e+35,22,,,682753627,,,608071627,,,74682000
23,100181,1.0018101012019e+35,1,,,,4027214,3750514,7777728,-4027214,-3750514,-7777728
23,100181,1.0018101012019e+35,2,9265594,7810958,17076552,,,,9265594,7810958,17076552
23,100181,1.0018101012019e+35,3,,,,,,,,,
23,100181,1.0018101012019e+35,4,,,,11193483,2681773,13875256,-11193483,-2681773,-13875256
23,100181,1.0018101012019e+35,5,67838685,43298759,111137444,57913309,32669897,90583206,9925376,10628862,20554238
23,100181,1.0018101012019e+35,6,3365331,1032787,4398118,2873960,1431031,4304991,491371,-398244,93127
23,100181,1.0018101012019e+35,7,45576066,19973787,65549853,36930521,18386324,55316845,8645545,1587463,10233008
23,100181,1.0018101012019e+35,8,,,,,,,,,
23,100181,1.0018101012019e+35,9,,,,,,,,,
23,100181,1.0018101012019e+35,10,35850916,51626854,87477770,24295636,42499129,66794765,11555280,9127725,20683005
23,100181,1.0018101012019e+35,11,36075084,27434041,63509125,29827504,31372398,61199902,6247580,-3938357,2309223
23,100181,1.0018101012019e+35,12,,,,,,,,,
23,100181,1.0018101012019e+35,13,,,,,,,,,
23,100181,1.0018101012019e+35,14,16896869,43316383,60213252,15329002,32162482,47491484,1567867,11153901,12721768
23,100181,1.0018101012019e+35,15,,,,,,,,,
23,100181,1.0018101012019e+35,16,,,,,2894355,2894355,,-2894355,-2894355
23,100181,1.0018101012019e+35,17,,,,166313,1950874,2117187,-166313,-1950874,-2117187
23,100181,1.0018101012019e+35,18,,,,,,,,,
23,100181,1.0018101012019e+35,19,214868545,194493569,409362114,182556942,169798777,352355719,32311603,24694792,57006395
23,100181,1.0018101012019e+35,20,,32230799,32230799,,28301870,28301870,,3928929,3928929
23,100181,1.0018101012019e+35,21,214868545,162262770,377131315,182556942,141496907,324053849,32311603,20765863,53077466
23,100181,1.0018101012019e+35,22,,,150986895,,,127994667,,,22992228
23,100183,1.00183010120191e+35,1,,,,6694852,5160605,11855457,-6694852,-5160605,-11855457
23,100183,1.00183010120191e+35,2,39197051,34221296,73418347,,,,39197051,34221296,73418347
23,100183,1.00183010120191e+35,3,,,,,,,,,
23,100183,1.00183010120191e+35,4,,,,8964185,2558867,11523052,-8964185,-2558867,-11523052
23,100183,1.00183010120191e+35,5,181634132,52338759,233972891,165773378,47760647,213534025,15860754,4578112,20438866
23,100183,1.00183010120191e+35,6,18349755,9426254,27776009,17530650,9142209,26672859,819105,284045,1103150
23,100183,1.00183010120191e+35,7,3580775,4151753,7732528,1654965,2635150,4290115,1925810,1516603,3442413
23,100183,1.00183010120191e+35,8,,,,,,,,,
23,100183,1.00183010120191e+35,9,,,,,,,,,
23,100183,1.00183010120191e+35,10,283432149,258397803,541829952,252968771,234626109,487594880,30463378,23771694,54235072
23,100183,1.00183010120191e+35,11,46752420,36908771,83661191,44638316,35359719,79998035,2114104,1549052,3663156
23,100183,1.00183010120191e+35,12,86890543,110276690,197167233,69662957,88811340,158474297,17227586,21465350,38692936
23,100183,1.00183010120191e+35,13,,,,,,,,,
23,100183,1.00183010120191e+35,14,2244214,3893647,6137861,2080460,3138011,5218471,163754,755636,919390
23,100183,1.00183010120191e+35,15,,,,,,,,,
23,100183,1.00183010120191e+35,16,,,,656170,608403,1264573,-656170,-608403,-1264573
23,100183,1.00183010120191e+35,17,,,,26693880,28705795,55399675,-26693880,-28705795,-55399675
23,100183,1.00183010120191e+35,18,,,,,,,,,
23,100183,1.00183010120191e+35,19,662081039,509614973,1171696012,597318584,458506855,1055825439,64762455,51108118,115870573
23,100183,1.00183010120191e+35,20,,,,,,,,,
23,100183,1.00183010120191e+35,21,662081039,509614973,1171696012,597318584,458506855,1055825439,64762455,51108118,115870573
23,100183,1.00183010120191e+35,22,,,822658376,,,726067212,,,96591164
23,100184,1.00184010120191e+35,1,,,,802280,84300,886580,-802280,-84300,-886580
23,100184,1.00184010120191e+35,2,,,,,,,,,
23,100184,1.00184010120191e+35,3,,,,,,,,,
23,100184,1.00184010120191e+35,4,,,,142887,6793128,6936015,-142887,-6793128,-6936015
23,100184,1.00184010120191e+35,5,96504653,33616689,130121342,63867481,23612873,87480354,32637172,10003816,42640988
23,100184,1.00184010120191e+35,6,2028917,1083804,3112721,1561038,1015520,2576558,467879,68284,536163
23,100184,1.00184010120191e+35,7,,,,,,,,,
23,100184,1.00184010120191e+35,8,,,,,,,,,
23,100184,1.00184010120191e+35,9,,,,,,,,,
23,100184,1.00184010120191e+35,10,31143625,7984412,39128037,20594283,5912140,26506423,10549342,2072272,12621614
23,100184,1.00184010120191e+35,11,7783958,32836674,40620632,5294559,23086896,28381455,2489399,9749778,12239177
23,100184,1.00184010120191e+35,12,35902099,23285652,59187751,20777973,16578986,37356959,15124126,6706666,21830792
23,100184,1.00184010120191e+35,13,,,,,,,,,
23,100184,1.00184010120191e+35,14,49224951,38683421,87908372,28134038,24546087,52680125,21090913,14137334,35228247
23,100184,1.00184010120191e+35,15,,,,,,,,,
23,100184,1.00184010120191e+35,16,,,,,,,,,
23,100184,1.00184010120191e+35,17,,,,,,,,,
23,100184,1.00184010120191e+35,18,,,,,,,,,
23,100184,1.00184010120191e+35,19,222588203,137490652,360078855,141174539,101629930,242804469,81413664,35860722,117274386
23,100184,1.00184010120191e+35,20,,,,,,,,,
23,100184,1.00184010120191e+35,21,222588203,137490652,360078855,141174539,101629930,242804469,81413664,35860722,117274386
23,100184,1.00184010120191e+35,22,,,138936420,,,92244837,,,46691583
23,100187,1.00187010120191e+35,1,,,,21184460,12522513,33706973,-21184460,-12522513,-33706973
23,100187,1.00187010120191e+35,2,133500336,81519995,215020331,,,,133500336,81519995,215020331
23,100187,1.00187010120191e+35,3,,,,,,,,,
23,100187,1.00187010120191e+35,4,,,,33612744,8555411,42168155,-33612744,-8555411,-42168155
23,100187,1.00187010120191e+35,5,270643735,65980372,336624107,235145069,62019369,297164438,35498666,3961003,39459669
23,100187,1.00187010120191e+35,6,81567105,25401190,106968295,76757529,24549865,101307394,4809576,851325,5660901
23,100187,1.00187010120191e+35,7,5380281,8775018,14155299,3042374,5850065,8892439,2337907,2924953,5262860
23,100187,1.00187010120191e+35,8,,,,,,,,,
23,100187,1.00187010120191e+35,9,,,,,,,,,
23,100187,1.00187010120191e+35,10,694827940,268612900,963440840,609975210,241556511,851531721,84852730,27056389,111909119
23,100187,1.00187010120191e+35,11,236728271,143737615,380465886,219414062,137118281,356532343,17314209,6619334,23933543
23,100187,1.00187010120191e+35,12,300911594,282618578,583530172,226723697,223112429,449836126,74187897,59506149,133694046
23,100187,1.00187010120191e+35,13,,,,,,,,,
23,100187,1.00187010120191e+35,14,3112246,5279254,8391500,2980921,4296968,7277889,131325,982286,1113611
23,100187,1.00187010120191e+35,15,,,,,,,,,
23,100187,1.00187010120191e+35,16,,,,1356288,2490189,3846477,-1356288,-2490189,-3846477
23,100187,1.00187010120191e+35,17,,,,82660096,65181092,147841188,-82660096,-65181092,-147841188
23,100187,1.00187010120191e+35,18,,,,,,,,,
23,100187,1.00187010120191e+35,19,1726671508,881924922,2608596430,1512852450,787252693,2300105143,213819058,94672229,308491287
23,100187,1.00187010120191e+35,20,,,,,,,,,
23,100187,1.00187010120191e+35,21,1726671508,881924922,2608596430,1512852450,787252693,2300105143,213819058,94672229,308491287
23,100187,1.00187010120191e+35,22,,,1927436898,,,1657900190,,,269536708
23,100189,1.00189010120191e+35,1,,,,12487468,13948384,26435852,-12487468,-13948384,-26435852
23,100189,1.00189010120191e+35,2,169279653,93669806,262949459,,,,169279653,93669806,262949459
23,100189,1.00189010120191e+35,3,,,,,,,,,
23,100189,1.00189010120191e+35,4,,,,12264532,4620437,16884969,-12264532,-4620437,-16884969
23,100189,1.00189010120191e+35,5,307896723,90130641,398027364,273474687,85560043,359034730,34422036,4570598,38992634
23,100189,1.00189010120191e+35,6,80319066,22091512,102410578,80018779,21753486,101772265,300287,338026,638313
23,100189,1.00189010120191e+35,7,15792658,16294165,32086823,12747397,13597136,26344533,3045261,2697029,5742290
23,100189,1.00189010120191e+35,8,,,,,,,,,
23,100189,1.00189010120191e+35,9,,,,,,,,,
23,100189,1.00189010120191e+35,10,485797449,212973709,698771158,444110068,194552772,638662840,41687381,18420937,60108318
23,100189,1.00189010120191e+35,11,143612845,104426667,248039512,136241253,101489445,237730698,7371592,2937222,10308814
23,100189,1.00189010120191e+35,12,210738301,210816348,421554649,197370529,187590415,384960944,13367772,23225933,36593705
23,100189,1.00189010120191e+35,13,132159309,137316065,269475374,65145059,66345033,131490092,67014250,70971032,137985282
23,100189,1.00189010120191e+35,14,4556967,11882656,16439623,1298024,1651338,2949362,3258943,10231318,13490261
23,100189,1.00189010120191e+35,15,,,,562793,88869,651662,-562793,-88869,-651662
23,100189,1.00189010120191e+35,16,,,,8632620,16020831,24653451,-8632620,-16020831,-24653451
23,100189,1.00189010120191e+35,17,,,,146378003,89816332,236194335,-146378003,-89816332,-236194335
23,100189,1.00189010120191e+35,18,,,,,,,,,
23,100189,1.00189010120191e+35,19,1550152971,899601569,2449754540,1390731212,797034521,2187765733,159421759,102567048,261988807
23,100189,1.00189010120191e+35,20,,,,,,,,,
23,100189,1.00189010120191e+35,21,1550152971,899601569,2449754540,1390731212,797034521,2187765733,159421759,102567048,261988807
23,100189,1.00189010120191e+35,22,,,1637840693,,,1392844574,,,244996119
23,100191,1.00191010120191e+35,1,,,,9038512,18230083,27268595,-9038512,-18230083,-27268595
23,100191,1.00191010120191e+35,2,106223168,128723168,234946336,,,,106223168,128723168,234946336
23,100191,1.00191010120191e+35,3,,,,,,,,,
23,100191,1.00191010120191e+35,4,,,,41152457,11257339,52409796,-41152457,-11257339,-52409796
23,100191,1.00191010120191e+35,5,424715710,192294869,617010579,383172405,186297540,569469945,41543305,5997329,47540634
23,100191,1.00191010120191e+35,6,49853620,35989714,85843334,46845391,35915836,82761227,3008229,73878,3082107
23,100191,1.00191010120191e+35,7,38472391,46657722,85130113,32921040,43613540,76534580,5551351,3044182,8595533
23,100191,1.00191010120191e+35,8,,,,,,,,,
23,100191,1.00191010120191e+35,9,,,,,,,,,
23,100191,1.00191010120191e+35,10,510493186,238533684,749026870,468519100,226060663,694579763,41974086,12473021,54447107
23,100191,1.00191010120191e+35,11,155227096,167019437,322246533,147064186,165167909,312232095,8162910,1851528,10014438
23,100191,1.00191010120191e+35,12,124070099,157561531,281631630,100060742,126230785,226291527,24009357,31330746,55340103
23,100191,1.00191010120191e+35,13,114367850,179419589,293787439,76203335,109597284,185800619,38164515,69822305,107986820
23,100191,1.00191010120191e+35,14,7341539,27714590,35056129,2446067,2844764,5290831,4895472,24869826,29765298
23,100191,1.00191010120191e+35,15,,,,411530,22586,434116,-411530,-22586,-434116
23,100191,1.00191010120191e+35,16,,,,13027753,30769980,43797733,-13027753,-30769980,-43797733
23,100191,1.00191010120191e+35,17,,,,68088384,109984998,178073382,-68088384,-109984998,-178073382
23,100191,1.00191010120191e+35,18,,,,,,,,,
23,100191,1.00191010120191e+35,19,1530764659,1173914304,2704678963,1388950902,1065993307,2454944209,141813757,107920997,249734754
23,100191,1.00191010120191e+35,20,,,,,,,,,
23,100191,1.00191010120191e+35,21,1530764659,1173914304,2704678963,1388950902,1065993307,2454944209,141813757,107920997,249734754
23,100191,1.00191010120191e+35,22,,,1646692472,,,1418904004,,,227788468
23,100195,1.00195010120191e+35,1,,,,8697881,13314756,22012637,-8697881,-13314756,-22012637
23,100195,1.00195010120191e+35,2,21600672,31224555,52825227,,,,21600672,31224555,52825227
23,100195,1.00195010120191e+35,3,,,,,,,,,
23,100195,1.00195010120191e+35,4,,,,4626360,7499720,12126080,-4626360,-7499720,-12126080
23,100195,1.00195010120191e+35,5,68948671,71479324,140427995,54944435,64822368,119766803,14004236,6656956,20661192
23,100195,1.00195010120191e+35,6,4877419,3997080,8874499,4006380,3593577,7599957,871039,403503,1274542
23,100195,1.00195010120191e+35,7,8958493,20586602,29545095,6386806,18756371,25143177,2571687,1830231,4401918
23,100195,1.00195010120191e+35,8,,,,,,,,,
23,100195,1.00195010120191e+35,9,,,,,,,,,
23,100195,1.00195010120191e+35,10,14342286,14872340,29214626,11906469,13348143,25254612,2435817,1524197,3960014
23,100195,1.00195010120191e+35,11,14158386,16561248,30719634,11637322,14889398,26526720,2521064,1671850,4192914
23,100195,1.00195010120191e+35,12,,,,,,,,,
23,100195,1.00195010120191e+35,13,40489952,71346619,111836571,20904996,23550816,44455812,19584956,47795803,67380759
23,100195,1.00195010120191e+35,14,2761108,20447238,23208346,1197505,14942334,16139839,1563603,5504904,7068507
23,100195,1.00195010120191e+35,15,,,,240198,580839,821037,-240198,-580839,-821037
23,100195,1.00195010120191e+35,16,,,,712039,1338032,2050071,-712039,-1338032,-2050071
23,100195,1.00195010120191e+35,17,,,,12158744,17862563,30021307,-12158744,-17862563,-30021307
23,100195,1.00195010120191e+35,18,,,,,,,,,
23,100195,1.00195010120191e+35,19,176136987,250515006,426651993,137419135,194498917,331918052,38717852,56016089,94733941
23,100195,1.00195010120191e+35,20,,,,,,,,,
23,100195,1.00195010120191e+35,21,176136987,250515006,426651993,137419135,194498917,331918052,38717852,56016089,94733941
23,100195,1.00195010120191e+35,22,,,171770831,,,96237144,,,75533687
23,100197,1.00197070120181e+35,1,,,,208797,248232,457029,-208797,-248232,-457029
23,100197,1.00197070120181e+35,2,,213639,213639,,,,,213639,213639
23,100197,1.00197070120181e+35,3,,,,,,,,,
23,100197,1.00197070120181e+35,4,,,,,,,,,
23,100197,1.00197070120181e+35,5,440162,1592403,2032565,-3042,677271,674229,443204,915132,1358336
23,100197,1.00197070120181e+35,6,8098,,8098,4380,,4380,3718,,3718
23,100197,1.00197070120181e+35,7,,,,,,,,,
23,100197,1.00197070120181e+35,8,,,,,,,,,
23,100197,1.00197070120181e+35,9,,,,,,,,,
23,100197,1.00197070120181e+35,10,,,,,,,,,
23,100197,1.00197070120181e+35,11,,,,,,,,,
23,100197,1.00197070120181e+35,12,2934388,1156516,4090904,840717,407141,1247858,2093671,749375,2843046
23,100197,1.00197070120181e+35,13,,,,,,,,,
23,100197,1.00197070120181e+35,14,,,,,,,,,
23,100197,1.00197070120181e+35,15,,,,28069,105656,133725,-28069,-105656,-133725
23,100197,1.00197070120181e+35,16,,,,,,,,,
23,100197,1.00197070120181e+35,17,,,,,19095,19095,,-19095,-19095
23,100197,1.00197070120181e+35,18,,,,,,,,,
23,100197,1.00197070120181e+35,19,3382648,2962558,6345206,1078921,1457395,2536316,2303727,1505163,3808890
23,100197,1.00197070120181e+35,20,,,,,,,,,
23,100197,1.00197070120181e+35,21,3382648,2962558,6345206,1078921,1457395,2536316,2303727,1505163,3808890
23,100197,1.00197070120181e+35,22,,,4090904,,,1247858,,,2843046
23,100200,1.00200070120181e+35,1,,,,32777809,29547747,62325556,-32777809,-29547747,-62325556
23,100200,1.00200070120181e+35,2,31730471,49265583,80996054,,,,31730471,49265583,80996054
23,100200,1.00200070120181e+35,3,,,,,,,,,
23,100200,1.00200070120181e+35,4,,,,4105771,3763201,7868972,-4105771,-3763201,-7868972
23,100200,1.00200070120181e+35,5,60885619,43319255,104204874,43435165,36037745,79472910,17450454,7281510,24731964
23,100200,1.00200070120181e+35,6,17238695,3125589,20364284,15461098,2579840,18040938,1777597,545749,2323346
23,100200,1.00200070120181e+35,7,,,,,,,,,
23,100200,1.00200070120181e+35,8,409255,2198734,2607989,,,,409255,2198734,2607989
23,100200,1.00200070120181e+35,9,,,,,,,,,
23,100200,1.00200070120181e+35,10,59970333,53657654,113627987,45156607,45732713,90889320,14813726,7924941,22738667
23,100200,1.00200070120181e+35,11,22398294,19798151,42196445,18836246,17727721,36563967,3562048,2070430,5632478
23,100200,1.00200070120181e+35,12,29895798,52072022,81967820,20047099,37967334,58014433,9848699,14104688,23953387
23,100200,1.00200070120181e+35,13,19968410,42788646,62757056,13519260,30935573,44454833,6449150,11853073,18302223
23,100200,1.00200070120181e+35,14,1500728,2304920,3805648,1072400,1647343,2719743,428328,657577,1085905
23,100200,1.00200070120181e+35,15,,,,462481,15815551,16278032,-462481,-15815551,-16278032
23,100200,1.00200070120181e+35,16,,,,,,,,,
23,100200,1.00200070120181e+35,17,,,,,,,,,
23,100200,1.00200070120181e+35,18,,,,,,,,,
23,100200,1.00200070120181e+35,19,243997603,268530554,512528157,194873936,221754768,416628704,49123667,46775786,95899453
23,100200,1.00200070120181e+35,20,,,,,,,,,
23,100200,1.00200070120181e+35,21,243997603,268530554,512528157,194873936,221754768,416628704,49123667,46775786,95899453
23,100200,1.00200070120181e+35,22,,,300549308,,,229922553,,,70626755
23,100204,1.00204010120191e+35,1,,,,13697202,17893630,31590832,-13697202,-17893630,-31590832
23,100204,1.00204010120191e+35,2,145517769,183317179,328834948,,,,145517769,183317179,328834948
23,100204,1.00204010120191e+35,3,,,,,,,,,
23,100204,1.00204010120191e+35,4,,,,19484749,11227474,30712223,-19484749,-11227474,-30712223
23,100204,1.00204010120191e+35,5,1402435404,532300347,1934735751,1267404044,516475158,1783879202,135031360,15825189,150856549
23,100204,1.00204010120191e+35,6,101636417,45888539,147524956,93700231,45603026,139303257,7936186,285513,8221699
23,100204,1.00204010120191e+35,7,58795871,59834452,118630323,46540585,50286004,96826589,12255286,9548448,21803734
23,100204,1.00204010120191e+35,8,,,,,,,,,
23,100204,1.00204010120191e+35,9,,,,,,,,,
23,100204,1.00204010120191e+35,10,628973904,264853615,893827519,577280145,249075536,826355681,51693759,15778079,67471838
23,100204,1.00204010120191e+35,11,244806336,191641574,436447910,231282494,189041233,420323727,13523842,2600341,16124183
23,100204,1.00204010120191e+35,12,224178959,236720191,460899150,208631441,228566332,437197773,15547518,8153859,23701377
23,100204,1.00204010120191e+35,13,337218335,367944935,705163270,219413911,256129842,475543753,117804424,111815093,229619517
23,100204,1.00204010120191e+35,14,10256352,26597799,36854151,3839726,3635082,7474808,6416626,22962717,29379343
23,100204,1.00204010120191e+35,15,,,,493169,355482,848651,-493169,-355482,-848651
23,100204,1.00204010120191e+35,16,,,,6871005,11061472,17932477,-6871005,-11061472,-17932477
23,100204,1.00204010120191e+35,17,,,,140149529,158608649,298758178,-140149529,-158608649,-298758178
23,100204,1.00204010120191e+35,18,,,,,,,,,
23,100204,1.00204010120191e+35,19,3153819347,1909098631,5062917978,2828788231,1737958920,4566747151,325031116,171139711,496170827
